bz_integration,calculations_type,code,cutoff,element,exchange,k-point,property,smearing,state_equation,structure,value
No_tetra,allKp,VASP,xxx,W,pbe,38,B,smear0.100,Murn,bcc,312.461075
No_tetra,allKp,VASP,xxx,W,pbe,40,B,smear0.100,Murn,bcc,312.050554
No_tetra,allKp,VASP,xxx,W,pbe,42,B,smear0.100,Murn,bcc,312.722782
No_tetra,allKp,VASP,xxx,W,pbe,44,B,smear0.100,Murn,bcc,313.008973
No_tetra,allKp,VASP,xxx,W,pbe,46,B,smear0.100,Murn,bcc,312.557282
No_tetra,allKp,VASP,xxx,W,pbe,48,B,smear0.100,Murn,bcc,312.652459
No_tetra,allKp,VASP,xxx,W,pbe,50,B,smear0.100,Murn,bcc,312.78423
No_tetra,allKp,VASP,xxx,W,pbe,52,B,smear0.100,Murn,bcc,312.553857
No_tetra,allKp,VASP,xxx,W,pbe,54,B,smear0.100,Murn,bcc,312.65442
No_tetra,allKp,VASP,xxx,W,pbe,56,B,smear0.100,Murn,bcc,312.698846
No_tetra,allKp,VASP,xxx,W,pbe,58,B,smear0.100,Murn,bcc,312.721858
No_tetra,allKp,VASP,xxx,W,pbe,60,B,smear0.100,Murn,bcc,312.739658
No_tetra,allKp,VASP,xxx,W,pbe,62,B,smear0.100,Murn,bcc,312.534435
No_tetra,allKp,VASP,xxx,W,pbe,64,B,smear0.100,Murn,bcc,312.640214
No_tetra,allKp,VASP,xxx,W,pbe,66,B,smear0.100,Murn,bcc,312.831829
No_tetra,allKp,VASP,xxx,W,pbe,68,B,smear0.100,Murn,bcc,312.659993
No_tetra,allKp,VASP,xxx,W,pbe,70,B,smear0.100,Murn,bcc,312.657314
Tetra,allKp,DMol3,c4.5,W,vwn,9,B,Fermi,Murn,bcc,331.8218
Tetra,allKp,DMol3,c4.5,W,vwn,11,B,Fermi,Murn,bcc,333.2159
Tetra,allKp,DMol3,c4.5,W,vwn,13,B,Fermi,Murn,bcc,332.5474
Tetra,allKp,DMol3,c4.5,W,vwn,15,B,Fermi,Murn,bcc,332.8759
Tetra,allKp,DMol3,c4.5,W,vwn,17,B,Fermi,Murn,bcc,332.5345
Tetra,allKp,DMol3,c4.5,W,vwn,19,B,Fermi,Murn,bcc,332.7875
Tetra,allKp,DMol3,c4.5,W,vwn,21,B,Fermi,Murn,bcc,332.7295
Tetra,allKp,DMol3,c4.5,W,vwn,23,B,Fermi,Murn,bcc,332.6699
Tetra,allKp,DMol3,c4.5,W,vwn,25,B,Fermi,Murn,bcc,332.7427
Tetra,allKp,DMol3,c4.5,W,vwn,27,B,Fermi,Murn,bcc,332.7491
Tetra,allKp,DMol3,c4.5,W,vwn,29,B,Fermi,Murn,bcc,332.7972
Tetra,allKp,DMol3,c4.5,W,vwn,31,B,Fermi,Murn,bcc,332.7272
Tetra,allKp,DMol3,c4.5,W,vwn,33,B,Fermi,Murn,bcc,332.7276
Tetra,allKp,DMol3,c4.5,W,vwn,35,B,Fermi,Murn,bcc,332.7418
Tetra,allKp,DMol3,c4.5,W,vwn,37,B,Fermi,Murn,bcc,332.7596
Tetra,allKp,DMol3,c4.5,W,vwn,39,B,Fermi,Murn,bcc,332.7286
Tetra,allKp,DMol3,c4.5,W,vwn,41,B,Fermi,Murn,bcc,332.7462
Tetra,allKp,DMol3,c4.5,W,vwn,43,B,Fermi,Murn,bcc,332.7553
Tetra,allKp,DMol3,c4.5,W,vwn,45,B,Fermi,Murn,bcc,332.7359
Tetra,allKp,DMol3,c4.5,W,vwn,47,B,Fermi,Murn,bcc,332.7525
Tetra,allKp,DMol3,c4.5,W,vwn,49,B,Fermi,Murn,bcc,332.7433
Tetra,allKp,DMol3,c4.5,W,vwn,51,B,Fermi,Murn,bcc,332.7483
Tetra,allKp,DMol3,c4.5,W,vwn,53,B,Fermi,Murn,bcc,332.7361
Tetra,allKp,DMol3,c4.5,W,vwn,55,B,Fermi,Murn,bcc,332.7364
Tetra,allKp,DMol3,c4.5,W,vwn,57,B,Fermi,Murn,bcc,332.7526
Tetra,allKp,DMol3,c4.5,W,vwn,59,B,Fermi,Murn,bcc,332.7438
No_tetra,allKp,DMol3,c6.0,Al,vwnbp,5,B,therm0.0075,Murn,fcc,72.6639
No_tetra,allKp,DMol3,c6.0,Al,vwnbp,7,B,therm0.0075,Murn,fcc,76.8704
No_tetra,allKp,DMol3,c6.0,Al,vwnbp,9,B,therm0.0075,Murn,fcc,73.2553
No_tetra,allKp,DMol3,c6.0,Al,vwnbp,11,B,therm0.0075,Murn,fcc,74.4758
No_tetra,allKp,DMol3,c6.0,Al,vwnbp,13,B,therm0.0075,Murn,fcc,74.1155
No_tetra,allKp,DMol3,c6.0,Al,vwnbp,15,B,therm0.0075,Murn,fcc,73.8375
No_tetra,allKp,DMol3,c6.0,Al,vwnbp,17,B,therm0.0075,Murn,fcc,74.3079
No_tetra,allKp,DMol3,c6.0,Al,vwnbp,19,B,therm0.0075,Murn,fcc,73.9106
No_tetra,allKp,DMol3,c6.0,Al,vwnbp,21,B,therm0.0075,Murn,fcc,74.1194
No_tetra,allKp,DMol3,c6.0,Al,vwnbp,23,B,therm0.0075,Murn,fcc,74.0463
No_tetra,allKp,DMol3,c6.0,Al,vwnbp,25,B,therm0.0075,Murn,fcc,74.0234
No_tetra,allKp,DMol3,c6.0,Al,vwnbp,27,B,therm0.0075,Murn,fcc,74.0822
No_tetra,allKp,DMol3,c6.0,Al,vwnbp,29,B,therm0.0075,Murn,fcc,74.0227
No_tetra,allKp,DMol3,c6.0,Al,vwnbp,31,B,therm0.0075,Murn,fcc,74.057
No_tetra,allKp,DMol3,c6.0,Al,vwnbp,33,B,therm0.0075,Murn,fcc,74.0444
No_tetra,allKp,DMol3,c6.0,Al,vwnbp,35,B,therm0.0075,Murn,fcc,74.0586
No_tetra,allKp,DMol3,c6.0,Al,vwnbp,37,B,therm0.0075,Murn,fcc,74.0637
No_tetra,allKp,DMol3,c6.0,Al,vwnbp,39,B,therm0.0075,Murn,fcc,74.043
No_tetra,allKp,DMol3,c6.0,Al,vwnbp,41,B,therm0.0075,Murn,fcc,74.0594
No_tetra,allKp,DMol3,c6.0,Al,vwnbp,43,B,therm0.0075,Murn,fcc,74.0556
No_tetra,allKp,DMol3,c6.0,Al,vwnbp,45,B,therm0.0075,Murn,fcc,74.0586
No_tetra,allKp,DMol3,c6.0,Al,vwnbp,47,B,therm0.0075,Murn,fcc,74.0586
No_tetra,allKp,DMol3,c6.0,Al,vwnbp,49,B,therm0.0075,Murn,fcc,74.0592
No_tetra,allKp,DMol3,c6.0,Al,vwnbp,51,B,therm0.0075,Murn,fcc,74.0586
No_tetra,allKp,DMol3,c6.0,Al,vwnbp,53,B,therm0.0075,Murn,fcc,74.0586
No_tetra,allKp,DMol3,c6.0,Al,vwnbp,55,B,therm0.0075,Murn,fcc,74.0586
No_tetra,allKp,DMol3,c6.0,Al,vwnbp,57,B,therm0.0075,Murn,fcc,74.0586
No_tetra,allKp,DMol3,c6.0,Al,vwnbp,59,B,therm0.0075,Murn,fcc,74.0586
Tetra,allKp,VASP,xxx,W,pbe,4,E0,No_Bloechl,Murn,bcc,-12.875236
Tetra,allKp,VASP,xxx,W,pbe,6,E0,No_Bloechl,Murn,bcc,-12.878821
Tetra,allKp,VASP,xxx,W,pbe,8,E0,No_Bloechl,Murn,bcc,-12.930524
Tetra,allKp,VASP,xxx,W,pbe,10,E0,No_Bloechl,Murn,bcc,-12.956884
Tetra,allKp,VASP,xxx,W,pbe,12,E0,No_Bloechl,Murn,bcc,-12.972535
Tetra,allKp,VASP,xxx,W,pbe,14,E0,No_Bloechl,Murn,bcc,-12.983904
Tetra,allKp,VASP,xxx,W,pbe,16,E0,No_Bloechl,Murn,bcc,-12.991094
Tetra,allKp,VASP,xxx,W,pbe,18,E0,No_Bloechl,Murn,bcc,-12.996853
Tetra,allKp,VASP,xxx,W,pbe,20,E0,No_Bloechl,Murn,bcc,-13.000405
Tetra,allKp,VASP,xxx,W,pbe,22,E0,No_Bloechl,Murn,bcc,-13.003807
Tetra,allKp,VASP,xxx,W,pbe,24,E0,No_Bloechl,Murn,bcc,-13.005789
Tetra,allKp,VASP,xxx,W,pbe,26,E0,No_Bloechl,Murn,bcc,-13.007883
Tetra,allKp,VASP,xxx,W,pbe,28,E0,No_Bloechl,Murn,bcc,-13.009332
Tetra,allKp,VASP,xxx,W,pbe,30,E0,No_Bloechl,Murn,bcc,-13.010487
Tetra,allKp,VASP,xxx,W,pbe,32,E0,No_Bloechl,Murn,bcc,-13.011602
Tetra,allKp,VASP,xxx,W,pbe,34,E0,No_Bloechl,Murn,bcc,-13.012293
Tetra,allKp,VASP,xxx,W,pbe,36,E0,No_Bloechl,Murn,bcc,-13.013126
Tetra,allKp,VASP,xxx,W,pbe,38,E0,No_Bloechl,Murn,bcc,-13.013666
Tetra,allKp,VASP,xxx,W,pbe,40,E0,No_Bloechl,Murn,bcc,-13.01421
Tetra,allKp,VASP,xxx,W,pbe,42,E0,No_Bloechl,Murn,bcc,-13.014673
Tetra,allKp,VASP,xxx,W,pbe,44,E0,No_Bloechl,Murn,bcc,-13.015026
Tetra,allKp,VASP,xxx,W,pbe,46,E0,No_Bloechl,Murn,bcc,-13.015407
Tetra,allKp,VASP,xxx,W,pbe,48,E0,No_Bloechl,Murn,bcc,-13.015678
Tetra,allKp,VASP,xxx,W,pbe,50,E0,No_Bloechl,Murn,bcc,-13.015966
Tetra,allKp,VASP,xxx,W,pbe,52,E0,No_Bloechl,Murn,bcc,-13.016198
Tetra,allKp,VASP,xxx,W,pbe,54,E0,No_Bloechl,Murn,bcc,-13.016403
Tetra,allKp,VASP,xxx,W,pbe,56,E0,No_Bloechl,Murn,bcc,-13.016605
Tetra,allKp,VASP,xxx,W,pbe,58,E0,No_Bloechl,Murn,bcc,-13.016762
Tetra,allKp,VASP,xxx,W,pbe,60,E0,No_Bloechl,Murn,bcc,-13.016931
Tetra,allKp,VASP,xxx,W,pbe,62,E0,No_Bloechl,Murn,bcc,-13.017064
Tetra,allKp,VASP,xxx,W,pbe,64,E0,No_Bloechl,Murn,bcc,-13.017193
Tetra,allKp,VASP,xxx,W,pbe,66,E0,No_Bloechl,Murn,bcc,-13.017313
Tetra,allKp,VASP,xxx,W,pbe,68,E0,No_Bloechl,Murn,bcc,-13.017411
Tetra,allKp,VASP,xxx,W,pbe,70,E0,No_Bloechl,Murn,bcc,-13.017518
Tetra,allKp,DMol3,c4.0,Al,pwc,5,E0,Fermi,Murn,fcc,-6570.5411
Tetra,allKp,DMol3,c4.0,Al,pwc,7,E0,Fermi,Murn,fcc,-6570.6183
Tetra,allKp,DMol3,c4.0,Al,pwc,10,E0,Fermi,Murn,fcc,-6570.5958
Tetra,allKp,DMol3,c4.0,Al,pwc,12,E0,Fermi,Murn,fcc,-6570.5939
Tetra,allKp,DMol3,c4.0,Al,pwc,15,E0,Fermi,Murn,fcc,-6570.5923
Tetra,allKp,DMol3,c4.0,Al,pwc,17,E0,Fermi,Murn,fcc,-6570.5971
Tetra,allKp,DMol3,c4.0,Al,pwc,20,E0,Fermi,Murn,fcc,-6570.5955
Tetra,allKp,DMol3,c4.0,Al,pwc,22,E0,Fermi,Murn,fcc,-6570.5957
Tetra,allKp,DMol3,c4.0,Al,pwc,25,E0,Fermi,Murn,fcc,-6570.5955
Tetra,allKp,DMol3,c4.0,Al,pwc,27,E0,Fermi,Murn,fcc,-6570.5963
Tetra,allKp,DMol3,c4.0,Al,pwc,30,E0,Fermi,Murn,fcc,-6570.596
Tetra,allKp,DMol3,c4.0,Al,pwc,33,E0,Fermi,Murn,fcc,-6570.5958
Tetra,allKp,DMol3,c4.0,Al,pwc,35,E0,Fermi,Murn,fcc,-6570.5959
Tetra,allKp,DMol3,c4.0,Al,pwc,37,E0,Fermi,Murn,fcc,-6570.596
Tetra,allKp,DMol3,c4.0,Al,pwc,40,E0,Fermi,Murn,fcc,-6570.596
Tetra,allKp,DMol3,c4.0,Al,pwc,42,E0,Fermi,Murn,fcc,-6570.596
Tetra,allKp,DMol3,c4.0,Al,pwc,45,E0,Fermi,Murn,fcc,-6570.596
Tetra,allKp,DMol3,c4.0,Al,pwc,47,E0,Fermi,Murn,fcc,-6570.596
Tetra,allKp,DMol3,c4.0,Al,pwc,49,E0,Fermi,Murn,fcc,-6570.5959
Tetra,allKp,DMol3,c4.0,Al,pwc,51,E0,Fermi,Murn,fcc,-6570.596
Tetra,allKp,DMol3,c4.0,Al,pwc,53,E0,Fermi,Murn,fcc,-6570.5959
Tetra,allKp,DMol3,c4.0,Al,pwc,55,E0,Fermi,Murn,fcc,-6570.596
Tetra,allKp,DMol3,c4.0,Al,pwc,57,E0,Fermi,Murn,fcc,-6570.5959
No_tetra,allKp,DMol3,c6.0,Al,vwnbp,5,E0,therm0.005,Murn,fcc,-6598.709
No_tetra,allKp,DMol3,c6.0,Al,vwnbp,7,E0,therm0.005,Murn,fcc,-6598.7993
No_tetra,allKp,DMol3,c6.0,Al,vwnbp,9,E0,therm0.005,Murn,fcc,-6598.7272
No_tetra,allKp,DMol3,c6.0,Al,vwnbp,11,E0,therm0.005,Murn,fcc,-6598.7587
No_tetra,allKp,DMol3,c6.0,Al,vwnbp,13,E0,therm0.005,Murn,fcc,-6598.7495
No_tetra,allKp,DMol3,c6.0,Al,vwnbp,15,E0,therm0.005,Murn,fcc,-6598.7511
No_tetra,allKp,DMol3,c6.0,Al,vwnbp,17,E0,therm0.005,Murn,fcc,-6598.754
No_tetra,allKp,DMol3,c6.0,Al,vwnbp,19,E0,therm0.005,Murn,fcc,-6598.7496
No_tetra,allKp,DMol3,c6.0,Al,vwnbp,21,E0,therm0.005,Murn,fcc,-6598.7528
No_tetra,allKp,DMol3,c6.0,Al,vwnbp,23,E0,therm0.005,Murn,fcc,-6598.7515
No_tetra,allKp,DMol3,c6.0,Al,vwnbp,25,E0,therm0.005,Murn,fcc,-6598.7518
No_tetra,allKp,DMol3,c6.0,Al,vwnbp,27,E0,therm0.005,Murn,fcc,-6598.752
No_tetra,allKp,DMol3,c6.0,Al,vwnbp,29,E0,therm0.005,Murn,fcc,-6598.7515
No_tetra,allKp,DMol3,c6.0,Al,vwnbp,31,E0,therm0.005,Murn,fcc,-6598.752
No_tetra,allKp,DMol3,c6.0,Al,vwnbp,33,E0,therm0.005,Murn,fcc,-6598.7517
No_tetra,allKp,DMol3,c6.0,Al,vwnbp,35,E0,therm0.005,Murn,fcc,-6598.7518
No_tetra,allKp,DMol3,c6.0,Al,vwnbp,37,E0,therm0.005,Murn,fcc,-6598.7518
No_tetra,allKp,DMol3,c6.0,Al,vwnbp,39,E0,therm0.005,Murn,fcc,-6598.7518
No_tetra,allKp,DMol3,c6.0,Al,vwnbp,41,E0,therm0.005,Murn,fcc,-6598.7519
No_tetra,allKp,DMol3,c6.0,Al,vwnbp,43,E0,therm0.005,Murn,fcc,-6598.7518
No_tetra,allKp,DMol3,c6.0,Al,vwnbp,45,E0,therm0.005,Murn,fcc,-6598.7518
No_tetra,allKp,DMol3,c6.0,Al,vwnbp,47,E0,therm0.005,Murn,fcc,-6598.7518
No_tetra,allKp,DMol3,c6.0,Al,vwnbp,49,E0,therm0.005,Murn,fcc,-6598.7518
No_tetra,allKp,DMol3,c6.0,Al,vwnbp,51,E0,therm0.005,Murn,fcc,-6598.7518
No_tetra,allKp,DMol3,c6.0,Al,vwnbp,53,E0,therm0.005,Murn,fcc,-6598.7518
No_tetra,allKp,DMol3,c6.0,Al,vwnbp,55,E0,therm0.005,Murn,fcc,-6598.7518
No_tetra,allKp,DMol3,c6.0,Al,vwnbp,57,E0,therm0.005,Murn,fcc,-6598.7518
No_tetra,allKp,DMol3,c6.0,Al,vwnbp,59,E0,therm0.005,Murn,fcc,-6598.7518
No_tetra,allKp,DMol3,c5.5,Al,pw91,5,a0,therm0.010,Murn,fcc,4.06887
No_tetra,allKp,DMol3,c5.5,Al,pw91,7,a0,therm0.010,Murn,fcc,4.04782
No_tetra,allKp,DMol3,c5.5,Al,pw91,9,a0,therm0.010,Murn,fcc,4.05634
No_tetra,allKp,DMol3,c5.5,Al,pw91,11,a0,therm0.010,Murn,fcc,4.05379
No_tetra,allKp,DMol3,c5.5,Al,pw91,13,a0,therm0.010,Murn,fcc,4.05358
No_tetra,allKp,DMol3,c5.5,Al,pw91,15,a0,therm0.010,Murn,fcc,4.05377
No_tetra,allKp,DMol3,c5.5,Al,pw91,17,a0,therm0.010,Murn,fcc,4.05354
No_tetra,allKp,DMol3,c5.5,Al,pw91,19,a0,therm0.010,Murn,fcc,4.05378
No_tetra,allKp,DMol3,c5.5,Al,pw91,21,a0,therm0.010,Murn,fcc,4.05364
No_tetra,allKp,DMol3,c5.5,Al,pw91,23,a0,therm0.010,Murn,fcc,4.05368
No_tetra,allKp,DMol3,c5.5,Al,pw91,25,a0,therm0.010,Murn,fcc,4.05368
No_tetra,allKp,DMol3,c5.5,Al,pw91,27,a0,therm0.010,Murn,fcc,4.05367
No_tetra,allKp,DMol3,c5.5,Al,pw91,29,a0,therm0.010,Murn,fcc,4.05366
No_tetra,allKp,DMol3,c5.5,Al,pw91,31,a0,therm0.010,Murn,fcc,4.05366
No_tetra,allKp,DMol3,c5.5,Al,pw91,33,a0,therm0.010,Murn,fcc,4.05366
No_tetra,allKp,DMol3,c5.5,Al,pw91,35,a0,therm0.010,Murn,fcc,4.05366
No_tetra,allKp,DMol3,c5.5,Al,pw91,37,a0,therm0.010,Murn,fcc,4.05367
No_tetra,allKp,DMol3,c5.5,Al,pw91,39,a0,therm0.010,Murn,fcc,4.05366
No_tetra,allKp,DMol3,c5.5,Al,pw91,41,a0,therm0.010,Murn,fcc,4.05367
No_tetra,allKp,DMol3,c5.5,Al,pw91,43,a0,therm0.010,Murn,fcc,4.05367
No_tetra,allKp,DMol3,c5.5,Al,pw91,45,a0,therm0.010,Murn,fcc,4.05367
No_tetra,allKp,DMol3,c5.5,Al,pw91,47,a0,therm0.010,Murn,fcc,4.05367
No_tetra,allKp,DMol3,c5.5,Al,pw91,49,a0,therm0.010,Murn,fcc,4.05367
No_tetra,allKp,DMol3,c5.5,Al,pw91,51,a0,therm0.010,Murn,fcc,4.05367
No_tetra,allKp,DMol3,c5.5,Al,pw91,53,a0,therm0.010,Murn,fcc,4.05367
No_tetra,allKp,DMol3,c5.5,Al,pw91,55,a0,therm0.010,Murn,fcc,4.05367
No_tetra,allKp,DMol3,c5.5,Al,pw91,57,a0,therm0.010,Murn,fcc,4.05367
No_tetra,allKp,DMol3,c5.5,Al,pw91,59,a0,therm0.010,Murn,fcc,4.05367
No_tetra,allKp,DMol3,c5.5,Al,pw91,5,dB,therm0.005,Murn,fcc,3.5915
No_tetra,allKp,DMol3,c5.5,Al,pw91,7,dB,therm0.005,Murn,fcc,4.7821
No_tetra,allKp,DMol3,c5.5,Al,pw91,9,dB,therm0.005,Murn,fcc,4.5876
No_tetra,allKp,DMol3,c5.5,Al,pw91,11,dB,therm0.005,Murn,fcc,4.6834
No_tetra,allKp,DMol3,c5.5,Al,pw91,13,dB,therm0.005,Murn,fcc,4.8042
No_tetra,allKp,DMol3,c5.5,Al,pw91,15,dB,therm0.005,Murn,fcc,4.7943
No_tetra,allKp,DMol3,c5.5,Al,pw91,17,dB,therm0.005,Murn,fcc,4.7423
No_tetra,allKp,DMol3,c5.5,Al,pw91,19,dB,therm0.005,Murn,fcc,4.7452
No_tetra,allKp,DMol3,c5.5,Al,pw91,21,dB,therm0.005,Murn,fcc,4.7169
No_tetra,allKp,DMol3,c5.5,Al,pw91,23,dB,therm0.005,Murn,fcc,4.7185
No_tetra,allKp,DMol3,c5.5,Al,pw91,25,dB,therm0.005,Murn,fcc,4.7377
No_tetra,allKp,DMol3,c5.5,Al,pw91,27,dB,therm0.005,Murn,fcc,4.7217
No_tetra,allKp,DMol3,c5.5,Al,pw91,29,dB,therm0.005,Murn,fcc,4.7325
No_tetra,allKp,DMol3,c5.5,Al,pw91,31,dB,therm0.005,Murn,fcc,4.725
No_tetra,allKp,DMol3,c5.5,Al,pw91,33,dB,therm0.005,Murn,fcc,4.725
No_tetra,allKp,DMol3,c5.5,Al,pw91,35,dB,therm0.005,Murn,fcc,4.7316
No_tetra,allKp,DMol3,c5.5,Al,pw91,37,dB,therm0.005,Murn,fcc,4.7227
No_tetra,allKp,DMol3,c5.5,Al,pw91,39,dB,therm0.005,Murn,fcc,4.729
No_tetra,allKp,DMol3,c5.5,Al,pw91,41,dB,therm0.005,Murn,fcc,4.7259
No_tetra,allKp,DMol3,c5.5,Al,pw91,43,dB,therm0.005,Murn,fcc,4.7281
No_tetra,allKp,DMol3,c5.5,Al,pw91,45,dB,therm0.005,Murn,fcc,4.7275
No_tetra,allKp,DMol3,c5.5,Al,pw91,47,dB,therm0.005,Murn,fcc,4.7303
No_tetra,allKp,DMol3,c5.5,Al,pw91,49,dB,therm0.005,Murn,fcc,4.7301
No_tetra,allKp,DMol3,c5.5,Al,pw91,51,dB,therm0.005,Murn,fcc,4.7288
No_tetra,allKp,DMol3,c5.5,Al,pw91,53,dB,therm0.005,Murn,fcc,4.73
No_tetra,allKp,DMol3,c5.5,Al,pw91,55,dB,therm0.005,Murn,fcc,4.7275
No_tetra,allKp,DMol3,c5.5,Al,pw91,57,dB,therm0.005,Murn,fcc,4.727
No_tetra,allKp,DMol3,c5.5,Al,pw91,59,dB,therm0.005,Murn,fcc,4.7289
No_tetra,allKp,DMol3,c6.0,Al,vwn,5,E0,therm0.0075,Murn,fcc,-6570.7105
No_tetra,allKp,DMol3,c6.0,Al,vwn,7,E0,therm0.0075,Murn,fcc,-6570.7905
No_tetra,allKp,DMol3,c6.0,Al,vwn,9,E0,therm0.0075,Murn,fcc,-6570.7263
No_tetra,allKp,DMol3,c6.0,Al,vwn,11,E0,therm0.0075,Murn,fcc,-6570.7535
No_tetra,allKp,DMol3,c6.0,Al,vwn,13,E0,therm0.0075,Murn,fcc,-6570.7462
No_tetra,allKp,DMol3,c6.0,Al,vwn,15,E0,therm0.0075,Murn,fcc,-6570.7473
No_tetra,allKp,DMol3,c6.0,Al,vwn,17,E0,therm0.0075,Murn,fcc,-6570.7491
No_tetra,allKp,DMol3,c6.0,Al,vwn,19,E0,therm0.0075,Murn,fcc,-6570.7467
No_tetra,allKp,DMol3,c6.0,Al,vwn,21,E0,therm0.0075,Murn,fcc,-6570.7483
No_tetra,allKp,DMol3,c6.0,Al,vwn,23,E0,therm0.0075,Murn,fcc,-6570.7477
No_tetra,allKp,DMol3,c6.0,Al,vwn,25,E0,therm0.0075,Murn,fcc,-6570.7478
No_tetra,allKp,DMol3,c6.0,Al,vwn,27,E0,therm0.0075,Murn,fcc,-6570.7479
No_tetra,allKp,DMol3,c6.0,Al,vwn,29,E0,therm0.0075,Murn,fcc,-6570.7477
No_tetra,allKp,DMol3,c6.0,Al,vwn,31,E0,therm0.0075,Murn,fcc,-6570.7479
No_tetra,allKp,DMol3,c6.0,Al,vwn,33,E0,therm0.0075,Murn,fcc,-6570.7478
No_tetra,allKp,DMol3,c6.0,Al,vwn,35,E0,therm0.0075,Murn,fcc,-6570.7478
No_tetra,allKp,DMol3,c6.0,Al,vwn,37,E0,therm0.0075,Murn,fcc,-6570.7478
No_tetra,allKp,DMol3,c6.0,Al,vwn,39,E0,therm0.0075,Murn,fcc,-6570.7478
No_tetra,allKp,DMol3,c6.0,Al,vwn,41,E0,therm0.0075,Murn,fcc,-6570.7478
No_tetra,allKp,DMol3,c6.0,Al,vwn,43,E0,therm0.0075,Murn,fcc,-6570.7478
No_tetra,allKp,DMol3,c6.0,Al,vwn,45,E0,therm0.0075,Murn,fcc,-6570.7478
No_tetra,allKp,DMol3,c6.0,Al,vwn,47,E0,therm0.0075,Murn,fcc,-6570.7478
No_tetra,allKp,DMol3,c6.0,Al,vwn,49,E0,therm0.0075,Murn,fcc,-6570.7478
No_tetra,allKp,DMol3,c6.0,Al,vwn,51,E0,therm0.0075,Murn,fcc,-6570.7478
No_tetra,allKp,DMol3,c6.0,Al,vwn,53,E0,therm0.0075,Murn,fcc,-6570.7478
No_tetra,allKp,DMol3,c6.0,Al,vwn,55,E0,therm0.0075,Murn,fcc,-6570.7478
No_tetra,allKp,DMol3,c6.0,Al,vwn,57,E0,therm0.0075,Murn,fcc,-6570.7478
No_tetra,allKp,DMol3,c6.0,Al,vwn,59,E0,therm0.0075,Murn,fcc,-6570.7478
No_tetra,allKp,DMol3,c5.5,Al,pwc,5,a0,therm0.010,Murn,fcc,4.00602
No_tetra,allKp,DMol3,c5.5,Al,pwc,7,a0,therm0.010,Murn,fcc,3.98645
No_tetra,allKp,DMol3,c5.5,Al,pwc,9,a0,therm0.010,Murn,fcc,3.99332
No_tetra,allKp,DMol3,c5.5,Al,pwc,11,a0,therm0.010,Murn,fcc,3.99131
No_tetra,allKp,DMol3,c5.5,Al,pwc,13,a0,therm0.010,Murn,fcc,3.99096
No_tetra,allKp,DMol3,c5.5,Al,pwc,15,a0,therm0.010,Murn,fcc,3.99105
No_tetra,allKp,DMol3,c5.5,Al,pwc,17,a0,therm0.010,Murn,fcc,3.99098
No_tetra,allKp,DMol3,c5.5,Al,pwc,19,a0,therm0.010,Murn,fcc,3.99109
No_tetra,allKp,DMol3,c5.5,Al,pwc,21,a0,therm0.010,Murn,fcc,3.99102
No_tetra,allKp,DMol3,c5.5,Al,pwc,23,a0,therm0.010,Murn,fcc,3.99105
No_tetra,allKp,DMol3,c5.5,Al,pwc,25,a0,therm0.010,Murn,fcc,3.99102
No_tetra,allKp,DMol3,c5.5,Al,pwc,27,a0,therm0.010,Murn,fcc,3.99103
No_tetra,allKp,DMol3,c5.5,Al,pwc,29,a0,therm0.010,Murn,fcc,3.99103
No_tetra,allKp,DMol3,c5.5,Al,pwc,31,a0,therm0.010,Murn,fcc,3.99102
No_tetra,allKp,DMol3,c5.5,Al,pwc,33,a0,therm0.010,Murn,fcc,3.99104
No_tetra,allKp,DMol3,c5.5,Al,pwc,35,a0,therm0.010,Murn,fcc,3.99103
No_tetra,allKp,DMol3,c5.5,Al,pwc,37,a0,therm0.010,Murn,fcc,3.99104
No_tetra,allKp,DMol3,c5.5,Al,pwc,39,a0,therm0.010,Murn,fcc,3.99103
No_tetra,allKp,DMol3,c5.5,Al,pwc,41,a0,therm0.010,Murn,fcc,3.99104
No_tetra,allKp,DMol3,c5.5,Al,pwc,43,a0,therm0.010,Murn,fcc,3.99103
No_tetra,allKp,DMol3,c5.5,Al,pwc,45,a0,therm0.010,Murn,fcc,3.99104
No_tetra,allKp,DMol3,c5.5,Al,pwc,47,a0,therm0.010,Murn,fcc,3.99104
No_tetra,allKp,DMol3,c5.5,Al,pwc,49,a0,therm0.010,Murn,fcc,3.99104
No_tetra,allKp,DMol3,c5.5,Al,pwc,51,a0,therm0.010,Murn,fcc,3.99104
No_tetra,allKp,DMol3,c5.5,Al,pwc,53,a0,therm0.010,Murn,fcc,3.99104
No_tetra,allKp,DMol3,c5.5,Al,pwc,55,a0,therm0.010,Murn,fcc,3.99104
No_tetra,allKp,DMol3,c5.5,Al,pwc,57,a0,therm0.010,Murn,fcc,3.99104
No_tetra,allKp,DMol3,c5.5,Al,pwc,59,a0,therm0.010,Murn,fcc,3.99104
No_tetra,allKp,DMol3,c4.5,W,vwn,9,a0,therm0.001,Murn,bcc,3.14933
No_tetra,allKp,DMol3,c4.5,W,vwn,11,a0,therm0.001,Murn,bcc,3.1499
No_tetra,allKp,DMol3,c4.5,W,vwn,13,a0,therm0.001,Murn,bcc,3.14896
No_tetra,allKp,DMol3,c4.5,W,vwn,15,a0,therm0.001,Murn,bcc,3.14994
No_tetra,allKp,DMol3,c4.5,W,vwn,17,a0,therm0.001,Murn,bcc,3.14831
